product_id,name,price,image,product_category_id,color
14717,Jealous 21 Women Casual Top Black Tops,225.43,http://assets.myntassets.com/v1/images/style/properties/1e99fda0e1af341fa070803eebd4adbe_images.jpg,8,Black
14718,Jealous 21 Women Casual Top Navy Blue Tops,175.74,http://assets.myntassets.com/v1/images/style/properties/e2278ea944d6c4c5317fb9f21a436691_images.jpg,8,Blue
14719,Jealous 21 Women Casual Top Green Tops,179.8,http://assets.myntassets.com/v1/images/style/properties/8d87db8d3a8110416a3a5bf2215ad7d4_images.jpg,8,Green
14720,Jealous 21 Women Casual Top Purple Tops,178.33,http://assets.myntassets.com/v1/images/style/properties/2743ebe56d18877ff7bff705fdee09fd_images.jpg,8,Purple
14788,United Colors of Benetton Women Solid Black Handbags,122.2,http://assets.myntassets.com/v1/images/style/properties/6214e4b3b62e3e4b484c6cc47ee7969e_images.jpg,2,Black
14790,United Colors of Benetton Women Solid Blue Handbags,130.66,http://assets.myntassets.com/v1/images/style/properties/e435abffe38edfe2c210380a89b0fe79_images.jpg,2,Blue
14791,United Colors of Benetton Women Solid Grey Handbags,147.73,http://assets.myntassets.com/v1/images/style/properties/26c09422a1d28809f4d199f0ea01d6c4_images.jpg,2,Grey
14792,United Colors of Benetton Women Solid Beige Handbags,138.31,http://assets.myntassets.com/v1/images/style/properties/705dd573f86e172f557eec9d4d3e5a43_images.jpg,2,Beige
14794,United Colors of Benetton Women Solid Maroon Handbags,149.42,http://assets.myntassets.com/v1/images/style/properties/aa71c7b01add89ef112148391b03ec9e_images.jpg,2,Red
14796,United Colors of Benetton Women Solid Purple Handbags,132.52,http://assets.myntassets.com/v1/images/style/properties/5b462cf48d4a7bcedc751380c1d4d9b0_images.jpg,2,Purple
14797,United Colors of Benetton Women Solid Maroon Handbags,139.4,http://assets.myntassets.com/v1/images/style/properties/8052f9d253e742338c3c93e52add3477_images.jpg,2,Red
14798,United Colors of Benetton Women Solid Coffee Brown Handbags,113.49,http://assets.myntassets.com/v1/images/style/properties/7d3d0efd945b3d91b2d006081b276b0f_images.jpg,2,Brown
14799,United Colors of Benetton Women Solid Blue Handbags,107.99,http://assets.myntassets.com/v1/images/style/properties/5bd58b30afd6c1a403000a5e62ac5feb_images.jpg,2,Blue
14800,United Colors of Benetton Women Solid Brown Handbags,148.19,http://assets.myntassets.com/v1/images/style/properties/49e1a43fdfb95a9b54717f28608f4906_images.jpg,2,Brown
14801,United Colors of Benetton Women Solid Black Handbags,117.94,http://assets.myntassets.com/v1/images/style/properties/5dac15f063fb9b97569abf8329c9bd0d_images.jpg,2,Black
14802,United Colors of Benetton Women Solid Maroon Handbags,106.83,http://assets.myntassets.com/v1/images/style/properties/f89eee5c3fb36400662b1a609a408ba0_images.jpg,2,Red
14803,United Colors of Benetton Women Solid Black Handbags,101.05,http://assets.myntassets.com/v1/images/style/properties/bfd48cf1ff748b7ecd43b56f5bc973ae_images.jpg,2,Black
14804,United Colors of Benetton Women Solid Black Handbags,142.1,http://assets.myntassets.com/v1/images/style/properties/638ed67d6fdcc8ba92634f2f4790f125_images.jpg,2,Black
14805,United Colors of Benetton Women Solid Black Handbags,103.63,http://assets.myntassets.com/v1/images/style/properties/c169a640c55a80e6cbb47715731ee529_images.jpg,2,Black
14806,United Colors of Benetton Women Solid Purple Handbags,126.62,http://assets.myntassets.com/v1/images/style/properties/e868357d8f3c44d4fe674e50c7484e95_images.jpg,2,Purple
14807,United Colors of Benetton Women Solid Black Handbags,121.66,http://assets.myntassets.com/v1/images/style/properties/4c5d9bcce21df6891e68659e2af5ba38_images.jpg,2,Black
14808,United Colors of Benetton Women Solid Maroon Handbags,149.44,http://assets.myntassets.com/v1/images/style/properties/1d36157337f1f9f10c35c5719a7b85b6_images.jpg,2,Red
14809,United Colors of Benetton Women Solid DK.Grey Handbags,129.75,http://assets.myntassets.com/v1/images/style/properties/b4fc53d8e3b4a4383ca51256f0169127_images.jpg,2,Grey
14810,United Colors of Benetton Women Solid Brown Handbags,130.23,http://assets.myntassets.com/v1/images/style/properties/1c8f2439397e123e4fee96c289bad422_images.jpg,2,Brown
14811,United Colors of Benetton Women Solid Maroon Handbags,142.17,http://assets.myntassets.com/v1/images/style/properties/9e0346af2ea928e0ebee3ebe0b46412e_images.jpg,2,Red
14812,United Colors of Benetton Women Solid Black Handbags,103.17,http://assets.myntassets.com/v1/images/style/properties/409ee22cfd811a68eb8ba9636def663f_images.jpg,2,Black
14813,United Colors of Benetton Women Solid Red Handbags,135.73,http://assets.myntassets.com/v1/images/style/properties/3955901610d85f832f8aab80008eab5d_images.jpg,2,Red
14814,United Colors of Benetton Women Solid Brown Handbags,140.83,http://assets.myntassets.com/v1/images/style/properties/861527fae5eadf3fbc27e9ddcb7c0cbf_images.jpg,2,Brown
14815,United Colors of Benetton Women Solid Lavender Handbags,117.03,http://assets.myntassets.com/v1/images/style/properties/a821f4cb633c671b573cd852bf525f99_images.jpg,2,Purple
14816,United Colors of Benetton Women Solid Red Handbags,108.43,http://assets.myntassets.com/v1/images/style/properties/7090bca84eadd30181ee554aa4646e0b_images.jpg,2,Red
14817,United Colors of Benetton Women Solid Brown Handbags,122.19,http://assets.myntassets.com/v1/images/style/properties/dde972b4c1eefaafeac33a0a8a18ba2b_images.jpg,2,Brown
14877,United Colors of Benetton Women Solid Black Handbags,148.68,http://assets.myntassets.com/v1/images/style/properties/f0126694f7761ffd9faa41cca114b04c_images.jpg,2,Black
14878,United Colors of Benetton Women Solid Grey Handbags,104.56,http://assets.myntassets.com/v1/images/style/properties/fbbbe4b4d6cbd5d8efac78737236cfa4_images.jpg,2,Grey
14879,United Colors of Benetton Women Solid Black Handbags,118.53,http://assets.myntassets.com/v1/images/style/properties/be7482b4a8387f403bb3785b2c2772d0_images.jpg,2,Black
14880,United Colors of Benetton Women Solid Black Handbags,115.03,http://assets.myntassets.com/v1/images/style/properties/df16f9c4d286c2a5ae7b66d5db2b45c5_images.jpg,2,Black
14881,United Colors of Benetton Women Solid Black Handbags,129.99,http://assets.myntassets.com/v1/images/style/properties/540619c6918b09516ad66be95b72dcf6_images.jpg,2,Black
14882,United Colors of Benetton Women Solid Purple Handbags,112.74,http://assets.myntassets.com/v1/images/style/properties/b49992939ab74ab32973f769ccfa2d79_images.jpg,2,Purple
14883,United Colors of Benetton Women Solid Purple Handbags,138.62,http://assets.myntassets.com/v1/images/style/properties/3f2676aa32073f2485e0ee99b870c63a_images.jpg,2,Purple
14884,United Colors of Benetton Women Solid Grey Handbags,127.75,http://assets.myntassets.com/v1/images/style/properties/88373a2a417524b8de9ba19d11087ba5_images.jpg,2,Grey
14885,United Colors of Benetton Women Solid Grey Handbags,109.28,http://assets.myntassets.com/v1/images/style/properties/ebd85151aa3446bfe446055c5b368b8d_images.jpg,2,Grey
14886,United Colors of Benetton Women Solid Black Handbags,129.11,http://assets.myntassets.com/v1/images/style/properties/d1c807a8685f4b39cb5bb27cb2728815_images.jpg,2,Black
14888,United Colors of Benetton Women Solid Coffee Brown Handbags,101.48,http://assets.myntassets.com/v1/images/style/properties/61a7e2db8b7c6ffafb212c885b831705_images.jpg,2,Brown
14896,United Colors of Benetton Women Solid Black Handbags,132.09,http://assets.myntassets.com/v1/images/style/properties/be176e46cff1c0da2c5adbbbc606c79f_images.jpg,2,Black
15026,ADIDAS Women Solid Purple Sweatshirts,173.52,http://assets.myntassets.com/v1/images/style/properties/98eedb5abedb631468296782b6a500e0_images.jpg,7,Purple
15027,ADIDAS Women Solid Pink Sweatshirts,150.71,http://assets.myntassets.com/v1/images/style/properties/448aad8f955723399ddd4df861018bf5_images.jpg,7,Pink
15028,ADIDAS Women Printed Navy Blue Sweatshirts,191.11,http://assets.myntassets.com/v1/images/style/properties/b7744ebc2046f04e44905a57d500e4ed_images.jpg,7,Blue
15029,ADIDAS Women Stripes Purple Sweatshirts,191.51,http://assets.myntassets.com/v1/images/style/properties/6591c4d8c43886c8a70e37cfd953a5c9_images.jpg,7,Purple
15107,Mother Earth Women Printed Beige Tops,166.6,http://assets.myntassets.com/v1/images/style/properties/5cebbee7f0ce77f8f8c538b387f2046b_images.jpg,8,Beige
15216,United Colors of Benetton Grey  Handbag,107.84,http://assets.myntassets.com/v1/images/style/properties/cf1abec55c88835acb73c087c883e20f_images.jpg,2,Grey
15254,ADIDAS Originals Women Decade Low Sleek Red Casual Shoes,201.55,http://assets.myntassets.com/v1/images/style/properties/8ccea5eef5c7ceffadf71d7ea84ea16b_images.jpg,11,Red
15255,ADIDAS Originals Women Superstar 2 White Casual Shoes,235.88,http://assets.myntassets.com/v1/images/style/properties/353f4379e53c99dd22fea29c02ac60df_images.jpg,11,White
15256,ADIDAS Originals Women Midiru Lite Black Casual Shoes,259.34,http://assets.myntassets.com/v1/images/style/properties/fb19fa7b73bf868b31bac62b438948c7_images.jpg,11,Black
15257,ADIDAS Originals Women Decade Low Sleek Black Casual Shoes,120.48,http://assets.myntassets.com/v1/images/style/properties/36c1a34cb8d8ba5bf0b2c00efe1a4ca6_images.jpg,11,Black
15258,ADIDAS Originals Women Concord Round Beige Casual Shoes,123.78,http://assets.myntassets.com/v1/images/style/properties/b9724bb667a362a39b1c7ea73a33ce36_images.jpg,11,Beige
15259,ADIDAS Originals Women Top Ten low Sleek White Casual Shoes,291.21,http://assets.myntassets.com/v1/images/style/properties/4ddb9c7c0aff6391c9fc8a9bac827125_images.jpg,11,White
15260,ADIDAS Originals Women Rekapi Black Casual Shoes,251.13,http://assets.myntassets.com/v1/images/style/properties/955d0659640f20024c6e6fa963ffab3e_images.jpg,11,Black
15261,ADIDAS Originals Women Superstar 2 White Casual Shoes,291.09,http://assets.myntassets.com/v1/images/style/properties/76d67d5fc977a316f1f3f06f467a78a6_images.jpg,11,White
15262,ADIDAS Originals Women SL 72 Purple Casual Shoes,292.34,http://assets.myntassets.com/v1/images/style/properties/62bc1885f75f46c3e53f432aa51652d0_images.jpg,11,Purple
15263,ADIDAS Originals Women Superstar 2 Black Casual Shoes,176.25,http://assets.myntassets.com/v1/images/style/properties/3e7564bad1fefefc0e7b1587a22b3e93_images.jpg,11,Black
15264,ADIDAS Originals Women Ulama Black Casual Shoes,153.98,http://assets.myntassets.com/v1/images/style/properties/34c7cebae69863ec0d1dc43257b4069f_images.jpg,11,Black
15265,ADIDAS Originals Women Ulama White Casual Shoes,196.7,http://assets.myntassets.com/v1/images/style/properties/49f75c6c5ea98770345414c4b4ceba07_images.jpg,11,White
15266,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes,198.06,http://assets.myntassets.com/v1/images/style/properties/309cc626f544977d148320772cf03edc_images.jpg,11,Gold
15267,ADIDAS Originals Women SL 72 Yellow Casual Shoes,291.95,http://assets.myntassets.com/v1/images/style/properties/b4fda60ddc15f17e5d8f6e4d99ee5741_images.jpg,11,Yellow
15268,ADIDAS Originals Women Rekapi Purple Casual Shoes,243.48,http://assets.myntassets.com/v1/images/style/properties/940f1a66a6bab802829dad90513ec1f7_images.jpg,11,Purple
15269,ADIDAS Originals Women Concord Round Pink Casual Shoes,175.96,http://assets.myntassets.com/v1/images/style/properties/e77cd3949140777b9f475c097c622c46_images.jpg,11,Pink
15270,ADIDAS Originals Women Top Ten low Sleek Pink Casual Shoes,243.07,http://assets.myntassets.com/v1/images/style/properties/f5e66f0f25af8ff51d5236252bf5da2f_images.jpg,11,Pink
15271,ADIDAS Originals Women Top Ten HI Sleek Silver Casual Shoes,169.04,http://assets.myntassets.com/v1/images/style/properties/63082fd3c50acea90a97f68fe7963103_images.jpg,11,Silver
15281,Esprit Women Rough Chic Silver Watches,100.77,http://assets.myntassets.com/v1/images/style/properties/0c9fb6413aadd1828d0d2e0f9a3c73bf_images.jpg,4,Silver
15289,FILA Women DLS Spry Silver Sports Shoes,130.97,http://assets.myntassets.com/v1/images/style/properties/02fe157acbe27df2d0041e6b7146489a_images.jpg,15,Silver
15304,ADIDAS Women Court Switch White Sports Shoes,228.17,http://assets.myntassets.com/v1/images/style/properties/6f6eaefd86c6e9d2a3b2746c66dd1f83_images.jpg,15,White
15342,Nike Women Printed Pink Tshirts,244.03,http://assets.myntassets.com/v1/images/style/properties/5f020556f9de21f8fa0e20db7ac08fb2_images.jpg,10,Pink
15343,Nike Women Printed Blue Tshirts,168.81,http://assets.myntassets.com/v1/images/style/properties/92cca0f99aee6bb455a6d89e2ae96089_images.jpg,10,Blue
15370,Urban Yoga Women Solid Pink Sweatshirts,246.19,http://assets.myntassets.com/v1/images/style/properties/080c049630e5a1031def1f9733dd502a_images.jpg,7,Pink
15371,Urban Yoga Women Solid Purple Sweatshirts,243.57,http://assets.myntassets.com/v1/images/style/properties/516c3582a09474d32477dc180e96fa0d_images.jpg,7,Purple
15372,Urban Yoga Women Solid Turquoise Blue Tops,200.55,http://assets.myntassets.com/v1/images/style/properties/fdf0d59be0ba531346b05c3a898a1b6a_images.jpg,8,Blue
15373,Urban Yoga Women Solid Purple Tops,234.52,http://assets.myntassets.com/v1/images/style/properties/d0537525946f11ff4e2d563a3fc466f1_images.jpg,8,Purple
15412,Fila Women Hex II White And Black Sports Shoes,291.09,http://assets.myntassets.com/v1/images/style/properties/FILA-Women-Sports-Shoes_305b6c5bdc7ecca7e0ca8dddc738be66_images.jpg,15,White
15415,FILA Women Tenet Black Sports Shoes,296.4,http://assets.myntassets.com/v1/images/style/properties/876b8577af35306d424eeeb72fee6c09_images.jpg,15,Black
15417,FILA Women Tenet White Sports Shoes,260.04,http://assets.myntassets.com/v1/images/style/properties/943dd2b2f80478622fb88f2418cd50f9_images.jpg,15,White
15418,Fila Women Hex II White Sports Shoes,200.26,http://assets.myntassets.com/v1/images/style/properties/FILA-Women-Sports-Shoes_ea69b77bb5a981ae0f25a7fd2dbafc1f_images.jpg,15,White
15436,Hidekraft Women Leather Maroon Handbags,142.38,http://assets.myntassets.com/v1/images/style/properties/0cd83633bada930b9654965419ddcdca_images.jpg,2,Red
15437,Hidekraft Women Leather Brown Handbags,105.38,http://assets.myntassets.com/v1/images/style/properties/Hidekraft-Women-Leather-Brown-Handbagscddffb859deb483ad033c7133d09aa1d_images.jpg,2,Brown
15439,Hidekraft Women Leather Black Handbags,101.17,http://assets.myntassets.com/v1/images/style/properties/Hidekraft-Women-Leather-Black-Handbags09dcfa6394a66c0d208ca21e65ab1b67_images.jpg,2,Black
15442,Hidekraft Women Leather Yellow Handbags,144.68,http://assets.myntassets.com/v1/images/style/properties/2c51da6a27da6e4c45bf12186c89ad69_images.jpg,2,Yellow
15451,Hidekraft Women Leather Brown Handbags,134.81,http://assets.myntassets.com/v1/images/style/properties/12cae503c5af0ee92ac222bf40604c68_images.jpg,2,Brown
15471,Puma Women TP Graphic Green Tshirts,158.01,http://assets.myntassets.com/v1/images/style/properties/5ab1739290dcc8a92b5ab2668b61a810_images.jpg,10,Green
15473,Puma Women Move Wow Green Tshirts,154.27,http://assets.myntassets.com/v1/images/style/properties/d21839a602863abc3cc3287bc035e3a1_images.jpg,10,Green
15478,Puma Women TP Graphic White Tshirts,200.19,http://assets.myntassets.com/v1/images/style/properties/752d2cde235a5eeb457578b8e6afbfb3_images.jpg,10,White
15483,Puma Women Move Wow Black Tshirts,160.57,http://assets.myntassets.com/v1/images/style/properties/bc6b64e8408fcfadd3fc8b47e9068e8f_images.jpg,10,Black
15489,Carlton London Women Black Solid Pumps,162.75,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Shoes_b4da458ec9ac6a6e9fdf1cf7ceedcbf4_images.jpg,13,Black
15490,Carlton London Women Black Heels,280.46,http://assets.myntassets.com/v1/images/style/properties/637f5dcc4f2668e405bbf2e913a095e0_images.jpg,13,Black
15491,Carlton London Women Nude Heels,222.07,http://assets.myntassets.com/v1/images/style/properties/fa6f865da55e1e26d4c23b5014f98cfb_images.jpg,13,Multicolor
15492,Carlton London Women Black Heels,216.81,http://assets.myntassets.com/v1/images/style/properties/c019ff1f0808f526508b73cf5fd807cb_images.jpg,13,Black
15493,Carlton London Women Black Heeled Shoes,251.18,http://assets.myntassets.com/v1/images/style/properties/2e49068d3024a1dbb5dd8d49bf7709cd_images.jpg,13,Black
15494,Carlton London Women Casual Maroon Casual Shoes,281.83,http://assets.myntassets.com/v1/images/style/properties/962a3d64983517e82a46b61d6ef26267_images.jpg,11,Red
15495,Carlton London Women Casual Black Casual Shoes,161.15,http://assets.myntassets.com/v1/images/style/properties/813430c7dcd05ec183871eac316a1d1d_images.jpg,11,Black
15496,Carlton London Women Casual Denim Blue  Shoes,252.73,http://assets.myntassets.com/v1/images/style/properties/9aa65f0b945c3f454958b71a4e4831c7_images.jpg,11,Blue
15497,Carlton London Women Casual Black Heels,191.44,http://assets.myntassets.com/v1/images/style/properties/c274c96e73c8e0deacd978b1880debe3_images.jpg,13,Black
15499,Carlton London Women Casual Red Stilettos,264.09,http://assets.myntassets.com/v1/images/style/properties/032f7a47b81451078399b73958bd1cdb_images.jpg,13,Red
15501,Carlton London Women Casual Black Casual Shoes,268.43,http://assets.myntassets.com/v1/images/style/properties/3c707d0e08799d5cac5e76d8c8c7b22e_images.jpg,11,Black
15502,Carlton London Women Casual Brown Casual Shoes,296.43,http://assets.myntassets.com/v1/images/style/properties/6f7541f045e992aff3cbcb586b827510_images.jpg,11,Brown
15503,Carlton London Women Casual Black Casual Shoes,292.93,http://assets.myntassets.com/v1/images/style/properties/d6ac3be05919b013e1d32ab71ca91205_images.jpg,11,Black
15504,Carlton London Women Casual Black Casual Shoes,121.07,http://assets.myntassets.com/v1/images/style/properties/71d936318208dca0c788d31cb1bd8a84_images.jpg,11,Black
15505,Carlton London Women Casual Brown Casual Shoes,135.68,http://assets.myntassets.com/v1/images/style/properties/802b193f9bdee5f9a7f1e9e144dea477_images.jpg,11,Brown
15511,Rockport Women Jeanie Thong Chain Pink Flats,154.46,http://assets.myntassets.com/v1/images/style/properties/0a8fa35ad40edf64d2883f4d189249e6_images.jpg,13,Pink
15523,Rockport Women Jeanie Thong Chain Black Flats,217.66,http://assets.myntassets.com/v1/images/style/properties/2436a14822f305b50d0a3abe5edc734a_images.jpg,13,Black
15524,Rockport Women Jeanie Thong Chain Grey Flats,199.87,http://assets.myntassets.com/v1/images/style/properties/c0db39915bfb2f2752b7d683d55eda01_images.jpg,13,Grey
15525,Rockport Women Jeanie Thong Perf Black Flats,178.39,http://assets.myntassets.com/v1/images/style/properties/a630176198009769abdf1b387380f066_images.jpg,13,Black
15526,Rockport Women Jeanie Oneband Brown Flats,299.62,http://assets.myntassets.com/v1/images/style/properties/206ca2bfdecb0cefc8785c43697feda1_images.jpg,13,Brown
15542,Catwalk Women Casual Multi Flats,105.53,http://assets.myntassets.com/v1/images/style/properties/4a1726401d64413e46ec51c2115c4909_images.jpg,13,Multicolor
15543,Catwalk Women Casual Brown Wedges,149.16,http://assets.myntassets.com/v1/images/style/properties/fa86aefb872f6f9aa6a7d87505fa9610_images.jpg,13,Brown
15544,Catwalk Women Casual Black Heels,268.09,http://assets.myntassets.com/v1/images/style/properties/c40a47808b4f1f9d993743a572881a5d_images.jpg,13,Black
15545,Catwalk Women Casual Black Flats,251.36,http://assets.myntassets.com/v1/images/style/properties/ed16685c30f5b86ebc20c635ead29fe0_images.jpg,13,Black
15546,Catwalk Women Casual Bronze Heels,191.35,http://assets.myntassets.com/v1/images/style/properties/d6d12449b406bf07ce369924c8ff1020_images.jpg,13,Bronze
15552,Fila Women Pack Of 3 White Socks,146.64,http://assets.myntassets.com/v1/images/style/properties/FILA-Women-Pack-of-3-Blue-Socks_9d6391d93701b2dabc85aca27eb53729_images.jpg,3,White
15554,Fila Women Pack Of 3 White Socks,118.54,http://assets.myntassets.com/v1/images/style/properties/5c1bb544677975d4e2f8cb6b0365a385_images.jpg,3,White
15563,Catwalk Women Casual Yellow Flats,151.48,http://assets.myntassets.com/v1/images/style/properties/44fb35d57bbc28fbf14429ea189c8e54_images.jpg,13,Yellow
15564,Catwalk Women Casual Blue Flats,162.28,http://assets.myntassets.com/v1/images/style/properties/fb66c1e7955aa2d838717df11412e963_images.jpg,13,Blue
15565,Catwalk Women Casual Gold Heels,146.66,http://assets.myntassets.com/v1/images/style/properties/08af5e52b0d208a2b4560767ac56b853_images.jpg,13,Gold
15566,Catwalk Women Brown Heels,125.94,http://assets.myntassets.com/v1/images/style/properties/4974d91eb1bb24b12b0b3ad820f9a165_images.jpg,13,Brown
15567,Catwalk Women Casual Tan Flats,103.22,http://assets.myntassets.com/v1/images/style/properties/795e98b7556e20211cdb241b3d81f767_images.jpg,13,Brown
15568,Catwalk Women Casual Green Flats,164.42,http://assets.myntassets.com/v1/images/style/properties/d742e4a77c2321734f83400eebc2e1ea_images.jpg,13,Green
15569,Catwalk Women Casual Red Flats,255.68,http://assets.myntassets.com/v1/images/style/properties/cd3adbfe7b906d49027cd3a4ed4c4aed_images.jpg,13,Red
15617,Nike Women Trainng Lavender T-shirt,210.75,http://assets.myntassets.com/v1/images/style/properties/4e0f2f7578def3d6197b310e2230038c_images.jpg,10,Purple
15618,Nike Women Tennis Black Tshirts,155.28,http://assets.myntassets.com/v1/images/style/properties/a17607e9c329a0d5d4523c86d90e1e0f_images.jpg,10,Black
15623,Nike Women AS Squad Fleece FZ Hoody Purple Sweatshirts,218.94,http://assets.myntassets.com/v1/images/style/properties/62822c79979fa564e94f5811d960d52f_images.jpg,7,Purple
15624,Nike Women AS Squad Fleece FZ Hoody Grey Sweatshirts,208.35,http://assets.myntassets.com/v1/images/style/properties/fe1bf43e46720a638bb7c4af558e3a98_images.jpg,7,Grey
15648,Nike Women Runng Blue T-shirt,250,http://assets.myntassets.com/v1/images/style/properties/2637d5d71e6639620ee390f9d8ab9c61_images.jpg,10,Blue
15649,Nike Women Trainng Grey Tops,228.13,http://assets.myntassets.com/v1/images/style/properties/43348728a50bc338e77006bce91d0f7e_images.jpg,8,Grey
15700,Catwalk Women Casual Pink Flats,139.91,http://assets.myntassets.com/v1/images/style/properties/54a9a6e5746f9b6f75becc594735acbb_images.jpg,13,Pink
15715,Nike Women Sweet Classic High Purple Casual Shoes,126,http://assets.myntassets.com/v1/images/style/properties/f8f912bf92e4b6c7737049010265dbf1_images.jpg,11,Purple
15716,Nike Women Lunarfly+ 2 Grey Sports Shoes,101.58,http://assets.myntassets.com/v1/images/style/properties/cdfe9550b255301b5a6014c5dd86142b_images.jpg,15,Grey
15723,Nike Women Ballista II White Sports Shoes,166.66,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Ballista-II-White-Sports-Shoes_22d77b37951d43ddefa6b7c30a8c8223_images.jpg,15,White
15727,Nike Women Downshifter 4 MSL White Sports Shoes,239.21,http://assets.myntassets.com/v1/images/style/properties/5571160f7da307c2e67fd2788d2987eb_images.jpg,15,White
15740,Nike Women Air Relentless Grey Sports Shoes,219.03,http://assets.myntassets.com/v1/images/style/properties/1d8cf73c6bfc5a83421481a1196cc6a5_images.jpg,15,Grey
15744,Nike Women Lunarglide+ 3 White Sports Shoes,177.51,http://assets.myntassets.com/v1/images/style/properties/68bc787a35a1e4f743b3a5903d8bab75_images.jpg,15,White
15745,Nike Women Transform III Silver Sports Shoes,170.28,http://assets.myntassets.com/v1/images/style/properties/143ae9c442529ab513e9c4504f4134b8_images.jpg,15,Silver
16125,ADIDAS Women Blue Polo TShirt,187.37,http://assets.myntassets.com/v1/images/style/properties/f4a6b926f4c2dc20727dc68c935cc926_images.jpg,10,Blue
16130,Tokyo Talkies Women Printed Pink Top,235.39,http://assets.myntassets.com/v1/images/style/properties/1af2c9d82bfe002f471438fe12fdab09_images.jpg,8,Pink
16131,Tokyo Talkies Women Printed Red T-shirt,204.34,http://assets.myntassets.com/v1/images/style/properties/3c24fbf941f6d2f3f722cf56da3d36b2_images.jpg,10,Red
16132,Tokyo Talkies Women Printed White T-shirt,154.42,http://assets.myntassets.com/v1/images/style/properties/2be2cf4291c25cb6e64961ba0ef48e65_images.jpg,10,White
16133,Tokyo Talkies Women Printed Grey Top,155.5,http://assets.myntassets.com/v1/images/style/properties/84b92015922b4418e77d4a05ccee2cdf_images.jpg,8,Grey
16134,Tokyo Talkies Women Printed Blue Top,199.26,http://assets.myntassets.com/v1/images/style/properties/4f50f80f0c17c36897302fc5fece1cb0_images.jpg,8,Blue
16135,Tokyo Talkies Women Printed White Top,202.12,http://assets.myntassets.com/v1/images/style/properties/02d49b1b1e430bc3e293b5f10b09b926_images.jpg,8,White
16136,Tokyo Talkies Women Printed Blue Top,178.8,http://assets.myntassets.com/v1/images/style/properties/f845fd6ac2af576f264c36c1b6cac5ca_images.jpg,8,Blue
16137,Tokyo Talkies Women Printed Pink Top,200.1,http://assets.myntassets.com/v1/images/style/properties/ae0da59ef5257e09a07d8e90ff4f319c_images.jpg,8,Pink
16138,Tokyo Talkies Women Printed Grey Top,195.23,http://assets.myntassets.com/v1/images/style/properties/27234c01d4dda41a191e969b701fb41b_images.jpg,10,Grey
16139,Tokyo Talkies Women Printed White Top,169.69,http://assets.myntassets.com/v1/images/style/properties/0813769d244a47bae466f96c89fb2ad7_images.jpg,8,White
16140,Tokyo Talkies Women Printed Orange Top,150.79,http://assets.myntassets.com/v1/images/style/properties/29ae6116110917e4ffb8aef60ab89705_images.jpg,8,Orange
16141,Tokyo Talkies Women Printed Yellow Top,155.66,http://assets.myntassets.com/v1/images/style/properties/b20bba62afb6e5e61839e6a08bfe6992_images.jpg,8,Yellow
16142,Tokyo Talkies Women Printed White Top,197.38,http://assets.myntassets.com/v1/images/style/properties/f322ff0e8c4a0ece7167726a8f5ff192_images.jpg,8,White
16145,Tokyo Talkies Women Printed Grey Top,217.27,http://assets.myntassets.com/v1/images/style/properties/5a88fc1f16b23aa39f2af381cdec66d3_images.jpg,8,Grey
16146,Tokyo Talkies Women Printed Grey Top,214.59,http://assets.myntassets.com/v1/images/style/properties/fedbc207e7ed23925504c8e1bc28c677_images.jpg,8,Grey
16147,Tokyo Talkies Women Printed Grey Top,248.59,http://assets.myntassets.com/v1/images/style/properties/b7fbf5d9c36935888833257e51be0f31_images.jpg,8,Grey
16148,Tokyo Talkies Women Printed Blue Top,165.64,http://assets.myntassets.com/v1/images/style/properties/665dc50d7127ea53afb7e80a9d4a8815_images.jpg,8,Blue
16149,Tokyo Talkies Women Printed White T-shirt,180.4,http://assets.myntassets.com/v1/images/style/properties/ee9432e6f879ca34eee550cd3c9c05a3_images.jpg,10,White
16212,Puma Women Move Graphic Black TShirt,195.19,http://assets.myntassets.com/v1/images/style/properties/ea0ee1a48c30d33b4023edcc614bf103_images.jpg,10,Black
16248,Crocs Patricia Women Black Sandal,282.99,http://assets.myntassets.com/v1/images/style/properties/e9dd5ef025550a7ce1d97926491db614_images.jpg,12,Black
16271,Tokyo Talkies Women Printed White Top,223.91,http://assets.myntassets.com/v1/images/style/properties/c505c9826303b6f8376cf51d0b209034_images.jpg,8,White
16534,Tokyo Talkies Women Printed PinkTop,243.05,http://assets.myntassets.com/v1/images/style/properties/47aa8dfd2baaf732ee548e878d92f8dd_images.jpg,8,Pink
16606,Jealous 21 Women Solid Purple Knit Top,246.61,http://assets.myntassets.com/v1/images/style/properties/e3688fd154f76e67973149f4a2fe946a_images.jpg,8,Purple
16607,Jealous 21 Women Solid Magenta Knit Top,210.26,http://assets.myntassets.com/v1/images/style/properties/527f1f07233be445fd021e8757637272_images.jpg,8,Purple
16608,Jealous 21 Women Printed Green Top,207.62,http://assets.myntassets.com/v1/images/style/properties/2f3326f026d671694848029ccd7733e2_images.jpg,8,Green
16731,Lotto Women Primavera Blue Slipper,129.12,http://assets.myntassets.com/v1/images/style/properties/4106a7337f51045d35e0f6e0e29f13f0_images.jpg,12,Blue
