id,stock_number,timestamp,size_id,product_type_id
6129,2,2024-05-15 19:02:23.467007+00,16,6945
6130,7,2024-05-15 19:02:23.467007+00,17,6945
6131,10,2024-05-15 19:02:23.467007+00,12,6948
6132,3,2024-05-15 19:02:23.467007+00,13,6948
6133,4,2024-05-15 19:02:23.467007+00,14,6948
6134,9,2024-05-15 19:02:23.467007+00,15,6948
6135,7,2024-05-15 19:02:23.467007+00,16,6948
6136,1,2024-05-15 19:02:23.467007+00,17,6948
6137,5,2024-05-15 19:02:23.467007+00,12,6950
6138,2,2024-05-15 19:02:23.467007+00,13,6950
6139,5,2024-05-15 19:02:23.467007+00,14,6950
6140,2,2024-05-15 19:02:23.467007+00,15,6950
6141,8,2024-05-15 19:02:23.467007+00,16,6950
6142,6,2024-05-15 19:02:23.467007+00,17,6950
6143,10,2024-05-15 19:02:23.467007+00,12,6953
6144,8,2024-05-15 19:02:23.467007+00,13,6953
6145,4,2024-05-15 19:02:23.467007+00,14,6953
6146,4,2024-05-15 19:02:23.467007+00,15,6953
6147,7,2024-05-15 19:02:23.467007+00,16,6953
6148,2,2024-05-15 19:02:23.467007+00,17,6953
6149,2,2024-05-15 19:02:23.467007+00,12,6954
6150,7,2024-05-15 19:02:23.467007+00,13,6954
6151,1,2024-05-15 19:02:23.467007+00,14,6954
6152,3,2024-05-15 19:02:23.467007+00,15,6954
6153,2,2024-05-15 19:02:23.467007+00,16,6954
6154,8,2024-05-15 19:02:23.467007+00,17,6954
6155,3,2024-05-15 19:02:23.467007+00,12,6972
6156,1,2024-05-15 19:02:23.467007+00,13,6972
6157,5,2024-05-15 19:02:23.467007+00,14,6972
6158,1,2024-05-15 19:02:23.467007+00,15,6972
6159,2,2024-05-15 19:02:23.467007+00,16,6972
6160,6,2024-05-15 19:02:23.467007+00,17,6972
6161,4,2024-05-15 19:02:23.467007+00,12,6979
6162,6,2024-05-15 19:02:23.467007+00,13,6979
6163,4,2024-05-15 19:02:23.467007+00,14,6979
6164,8,2024-05-15 19:02:23.467007+00,15,6979
6165,3,2024-05-15 19:02:23.467007+00,16,6979
6166,6,2024-05-15 19:02:23.467007+00,17,6979
6167,10,2024-05-15 19:02:23.467007+00,12,6986
6168,6,2024-05-15 19:02:23.467007+00,13,6986
6169,9,2024-05-15 19:02:23.467007+00,14,6986
6170,10,2024-05-15 19:02:23.467007+00,15,6986
6171,5,2024-05-15 19:02:23.467007+00,16,6986
6172,2,2024-05-15 19:02:23.467007+00,17,6986
6173,10,2024-05-15 19:02:23.467007+00,12,6987
6174,9,2024-05-15 19:02:23.467007+00,13,6987
6175,2,2024-05-15 19:02:23.467007+00,14,6987
6176,10,2024-05-15 19:02:23.467007+00,15,6987
6177,6,2024-05-15 19:02:23.467007+00,16,6987
6178,3,2024-05-15 19:02:23.467007+00,17,6987
6179,5,2024-05-15 19:02:23.467007+00,12,6999
6180,5,2024-05-15 19:02:23.467007+00,13,6999
6181,10,2024-05-15 19:02:23.467007+00,14,6999
6182,5,2024-05-15 19:02:23.467007+00,15,6999
6183,2,2024-05-15 19:02:23.467007+00,16,6999
6184,10,2024-05-15 19:02:23.467007+00,17,6999
6185,8,2024-05-15 19:02:23.467007+00,12,7001
6186,9,2024-05-15 19:02:23.467007+00,13,7001
6187,6,2024-05-15 19:02:23.467007+00,14,7001
6188,10,2024-05-15 19:02:23.467007+00,15,7001
6189,4,2024-05-15 19:02:23.467007+00,16,7001
6190,4,2024-05-15 19:02:23.467007+00,17,7001
6191,1,2024-05-15 19:02:23.467007+00,12,7002
6192,10,2024-05-15 19:02:23.467007+00,13,7002
6193,9,2024-05-15 19:02:23.467007+00,14,7002
6194,2,2024-05-15 19:02:23.467007+00,15,7002
6195,2,2024-05-15 19:02:23.467007+00,16,7002
6196,6,2024-05-15 19:02:23.467007+00,17,7002
6197,2,2024-05-15 19:02:23.467007+00,12,7017
6198,2,2024-05-15 19:02:23.467007+00,13,7017
6199,3,2024-05-15 19:02:23.467007+00,14,7017
6200,6,2024-05-15 19:02:23.467007+00,15,7017
6201,8,2024-05-15 19:02:23.467007+00,16,7017
6202,1,2024-05-15 19:02:23.467007+00,17,7017
6203,8,2024-05-15 19:02:23.467007+00,12,7019
6204,4,2024-05-15 19:02:23.467007+00,13,7019
6205,6,2024-05-15 19:02:23.467007+00,14,7019
6206,4,2024-05-15 19:02:23.467007+00,15,7019
6207,8,2024-05-15 19:02:23.467007+00,16,7019
6208,1,2024-05-15 19:02:23.467007+00,17,7019
6209,2,2024-05-15 19:02:23.467007+00,12,7032
6210,10,2024-05-15 19:02:23.467007+00,13,7032
6211,8,2024-05-15 19:02:23.467007+00,14,7032
6212,9,2024-05-15 19:02:23.467007+00,15,7032
6213,7,2024-05-15 19:02:23.467007+00,16,7032
6214,1,2024-05-15 19:02:23.467007+00,17,7032
6215,8,2024-05-15 19:02:23.467007+00,12,7055
6216,8,2024-05-15 19:02:23.467007+00,13,7055
6217,9,2024-05-15 19:02:23.467007+00,14,7055
6218,7,2024-05-15 19:02:23.467007+00,15,7055
6219,6,2024-05-15 19:02:23.467007+00,16,7055
6220,1,2024-05-15 19:02:23.467007+00,17,7055
6221,10,2024-05-15 19:02:23.467007+00,12,7068
6222,7,2024-05-15 19:02:23.467007+00,13,7068
6223,5,2024-05-15 19:02:23.467007+00,14,7068
6224,10,2024-05-15 19:02:23.467007+00,15,7068
6225,9,2024-05-15 19:02:23.467007+00,16,7068
6226,3,2024-05-15 19:02:23.467007+00,17,7068
6227,4,2024-05-15 19:02:23.467007+00,12,7132
6228,6,2024-05-15 19:02:23.467007+00,13,7132
6229,3,2024-05-15 19:02:23.467007+00,14,7132
6230,6,2024-05-15 19:02:23.467007+00,15,7132
6231,9,2024-05-15 19:02:23.467007+00,16,7132
6232,5,2024-05-15 19:02:23.467007+00,17,7132
6233,5,2024-05-15 19:02:23.467007+00,12,7135
6234,8,2024-05-15 19:02:23.467007+00,13,7135
6235,2,2024-05-15 19:02:23.467007+00,14,7135
6236,4,2024-05-15 19:02:23.467007+00,15,7135
6237,4,2024-05-15 19:02:23.467007+00,16,7135
6238,10,2024-05-15 19:02:23.467007+00,17,7135
6239,3,2024-05-15 19:02:23.467007+00,12,7144
6240,5,2024-05-15 19:02:23.467007+00,13,7144
6241,10,2024-05-15 19:02:23.467007+00,14,7144
6242,3,2024-05-15 19:02:23.467007+00,15,7144
6243,8,2024-05-15 19:02:23.467007+00,16,7144
6244,2,2024-05-15 19:02:23.467007+00,17,7144
6245,7,2024-05-15 19:02:23.467007+00,12,7150
6246,5,2024-05-15 19:02:23.467007+00,13,7150
6247,5,2024-05-15 19:02:23.467007+00,14,7150
6248,6,2024-05-15 19:02:23.467007+00,15,7150
6249,7,2024-05-15 19:02:23.467007+00,16,7150
6250,6,2024-05-15 19:02:23.467007+00,17,7150
6251,3,2024-05-15 19:02:23.467007+00,12,7152
6252,3,2024-05-15 19:02:23.467007+00,13,7152
6253,7,2024-05-15 19:02:23.467007+00,14,7152
6254,5,2024-05-15 19:02:23.467007+00,15,7152
6255,6,2024-05-15 19:02:23.467007+00,16,7152
6256,1,2024-05-15 19:02:23.467007+00,17,7152
6257,8,2024-05-15 19:02:23.467007+00,12,7154
6258,1,2024-05-15 19:02:23.467007+00,13,7154
6259,3,2024-05-15 19:02:23.467007+00,14,7154
6260,8,2024-05-15 19:02:23.467007+00,15,7154
6261,7,2024-05-15 19:02:23.467007+00,16,7154
6262,10,2024-05-15 19:02:23.467007+00,17,7154
6263,5,2024-05-15 19:02:23.467007+00,12,7155
6264,2,2024-05-15 19:02:23.467007+00,13,7155
6265,9,2024-05-15 19:02:23.467007+00,14,7155
6266,9,2024-05-15 19:02:23.467007+00,15,7155
6267,1,2024-05-15 19:02:23.467007+00,16,7155
6268,8,2024-05-15 19:02:23.467007+00,17,7155
6269,9,2024-05-15 19:02:23.467007+00,12,7180
6270,8,2024-05-15 19:02:23.467007+00,13,7180
6271,2,2024-05-15 19:02:23.467007+00,14,7180
6272,5,2024-05-15 19:02:23.467007+00,15,7180
6273,9,2024-05-15 19:02:23.467007+00,16,7180
6274,4,2024-05-15 19:02:23.467007+00,17,7180
6275,6,2024-05-15 19:02:23.467007+00,12,7181
6276,9,2024-05-15 19:02:23.467007+00,13,7181
6277,3,2024-05-15 19:02:23.467007+00,14,7181
6278,2,2024-05-15 19:02:23.467007+00,15,7181
6279,10,2024-05-15 19:02:23.467007+00,16,7181
6280,2,2024-05-15 19:02:23.467007+00,17,7181
6281,6,2024-05-15 19:02:23.467007+00,12,7185
6282,1,2024-05-15 19:02:23.467007+00,13,7185
6283,10,2024-05-15 19:02:23.467007+00,14,7185
6284,8,2024-05-15 19:02:23.467007+00,15,7185
6285,8,2024-05-15 19:02:23.467007+00,16,7185
6286,3,2024-05-15 19:02:23.467007+00,17,7185
6287,9,2024-05-15 19:02:23.467007+00,12,7186
6288,2,2024-05-15 19:02:23.467007+00,13,7186
6289,5,2024-05-15 19:02:23.467007+00,14,7186
6290,5,2024-05-15 19:02:23.467007+00,15,7186
6291,10,2024-05-15 19:02:23.467007+00,16,7186
6292,10,2024-05-15 19:02:23.467007+00,17,7186
6293,8,2024-05-15 19:02:23.467007+00,12,7187
6294,4,2024-05-15 19:02:23.467007+00,13,7187
6295,7,2024-05-15 19:02:23.467007+00,14,7187
6296,6,2024-05-15 19:02:23.467007+00,15,7187
6297,1,2024-05-15 19:02:23.467007+00,16,7187
6298,1,2024-05-15 19:02:23.467007+00,17,7187
6299,3,2024-05-15 19:02:23.467007+00,12,7188
6300,9,2024-05-15 19:02:23.467007+00,13,7188
6301,5,2024-05-15 19:02:23.467007+00,14,7188
6302,7,2024-05-15 19:02:23.467007+00,15,7188
6303,6,2024-05-15 19:02:23.467007+00,16,7188
6304,10,2024-05-15 19:02:23.467007+00,17,7188
6305,7,2024-05-15 19:02:23.467007+00,12,7189
6306,8,2024-05-15 19:02:23.467007+00,13,7189
6307,3,2024-05-15 19:02:23.467007+00,14,7189
6308,1,2024-05-15 19:02:23.467007+00,15,7189
6309,3,2024-05-15 19:02:23.467007+00,16,7189
6310,3,2024-05-15 19:02:23.467007+00,17,7189
6311,3,2024-05-15 19:02:23.467007+00,12,7190
6312,7,2024-05-15 19:02:23.467007+00,13,7190
6313,10,2024-05-15 19:02:23.467007+00,14,7190
6314,4,2024-05-15 19:02:23.467007+00,15,7190
6315,3,2024-05-15 19:02:23.467007+00,16,7190
6316,3,2024-05-15 19:02:23.467007+00,17,7190
6317,6,2024-05-15 19:02:23.467007+00,12,7191
6318,1,2024-05-15 19:02:23.467007+00,13,7191
6319,2,2024-05-15 19:02:23.467007+00,14,7191
6320,4,2024-05-15 19:02:23.467007+00,15,7191
6321,9,2024-05-15 19:02:23.467007+00,16,7191
6322,7,2024-05-15 19:02:23.467007+00,17,7191
6323,2,2024-05-15 19:02:23.467007+00,12,7192
6324,6,2024-05-15 19:02:23.467007+00,13,7192
6325,9,2024-05-15 19:02:23.467007+00,14,7192
6326,6,2024-05-15 19:02:23.467007+00,15,7192
6327,2,2024-05-15 19:02:23.467007+00,16,7192
6328,1,2024-05-15 19:02:23.467007+00,17,7192
6329,4,2024-05-15 19:02:23.467007+00,12,7193
6330,10,2024-05-15 19:02:23.467007+00,13,7193
6331,2,2024-05-15 19:02:23.467007+00,14,7193
6332,3,2024-05-15 19:02:23.467007+00,15,7193
6333,9,2024-05-15 19:02:23.467007+00,16,7193
6334,8,2024-05-15 19:02:23.467007+00,17,7193
6335,3,2024-05-15 19:02:23.467007+00,12,7194
6336,2,2024-05-15 19:02:23.467007+00,13,7194
6337,10,2024-05-15 19:02:23.467007+00,14,7194
6338,4,2024-05-15 19:02:23.467007+00,15,7194
6339,9,2024-05-15 19:02:23.467007+00,16,7194
6340,6,2024-05-15 19:02:23.467007+00,17,7194
6341,6,2024-05-15 19:02:23.467007+00,12,7195
6342,9,2024-05-15 19:02:23.467007+00,13,7195
6343,1,2024-05-15 19:02:23.467007+00,14,7195
6344,7,2024-05-15 19:02:23.467007+00,15,7195
6345,7,2024-05-15 19:02:23.467007+00,16,7195
6346,3,2024-05-15 19:02:23.467007+00,17,7195
6347,8,2024-05-15 19:02:23.467007+00,12,7196
6348,1,2024-05-15 19:02:23.467007+00,13,7196
6349,6,2024-05-15 19:02:23.467007+00,14,7196
6350,5,2024-05-15 19:02:23.467007+00,15,7196
6351,10,2024-05-15 19:02:23.467007+00,16,7196
6352,4,2024-05-15 19:02:23.467007+00,17,7196
6353,7,2024-05-15 19:02:23.467007+00,12,7197
6354,3,2024-05-15 19:02:23.467007+00,13,7197
6355,6,2024-05-15 19:02:23.467007+00,14,7197
6356,9,2024-05-15 19:02:23.467007+00,15,7197
6357,4,2024-05-15 19:02:23.467007+00,16,7197
6358,4,2024-05-15 19:02:23.467007+00,17,7197
6359,5,2024-05-15 19:02:23.467007+00,12,7198
6360,6,2024-05-15 19:02:23.467007+00,13,7198
6361,2,2024-05-15 19:02:23.467007+00,14,7198
6362,6,2024-05-15 19:02:23.467007+00,15,7198
6363,1,2024-05-15 19:02:23.467007+00,16,7198
6364,10,2024-05-15 19:02:23.467007+00,17,7198
6365,6,2024-05-15 19:02:23.467007+00,12,7199
6366,1,2024-05-15 19:02:23.467007+00,13,7199
6367,10,2024-05-15 19:02:23.467007+00,14,7199
6368,3,2024-05-15 19:02:23.467007+00,15,7199
6369,9,2024-05-15 19:02:23.467007+00,16,7199
6370,4,2024-05-15 19:02:23.467007+00,17,7199
6371,2,2024-05-15 19:02:23.467007+00,12,7200
6372,9,2024-05-15 19:02:23.467007+00,13,7200
6373,7,2024-05-15 19:02:23.467007+00,14,7200
6374,3,2024-05-15 19:02:23.467007+00,15,7200
6375,8,2024-05-15 19:02:23.467007+00,16,7200
6376,5,2024-05-15 19:02:23.467007+00,17,7200
6377,7,2024-05-15 19:02:23.467007+00,12,7201
6378,3,2024-05-15 19:02:23.467007+00,13,7201
6379,7,2024-05-15 19:02:23.467007+00,14,7201
6380,5,2024-05-15 19:02:23.467007+00,15,7201
6381,2,2024-05-15 19:02:23.467007+00,16,7201
6382,5,2024-05-15 19:02:23.467007+00,17,7201
6383,5,2024-05-15 19:02:23.467007+00,12,7202
6384,6,2024-05-15 19:02:23.467007+00,13,7202
6385,2,2024-05-15 19:02:23.467007+00,14,7202
6386,7,2024-05-15 19:02:23.467007+00,15,7202
6387,4,2024-05-15 19:02:23.467007+00,16,7202
6388,3,2024-05-15 19:02:23.467007+00,17,7202
6389,4,2024-05-15 19:02:23.467007+00,12,7203
6390,7,2024-05-15 19:02:23.467007+00,13,7203
6391,2,2024-05-15 19:02:23.467007+00,14,7203
6392,8,2024-05-15 19:02:23.467007+00,15,7203
6393,5,2024-05-15 19:02:23.467007+00,16,7203
6394,1,2024-05-15 19:02:23.467007+00,17,7203
6395,5,2024-05-15 19:02:23.467007+00,12,7204
6396,2,2024-05-15 19:02:23.467007+00,13,7204
6397,9,2024-05-15 19:02:23.467007+00,14,7204
6398,3,2024-05-15 19:02:23.467007+00,15,7204
6399,8,2024-05-15 19:02:23.467007+00,16,7204
6400,4,2024-05-15 19:02:23.467007+00,17,7204
6401,1,2024-05-15 19:02:23.467007+00,12,7205
6402,3,2024-05-15 19:02:23.467007+00,13,7205
6403,8,2024-05-15 19:02:23.467007+00,14,7205
6404,5,2024-05-15 19:02:23.467007+00,15,7205
6405,9,2024-05-15 19:02:23.467007+00,16,7205
6406,2,2024-05-15 19:02:23.467007+00,17,7205
6407,7,2024-05-15 19:02:23.467007+00,12,7206
6408,2,2024-05-15 19:02:23.467007+00,13,7206
6409,5,2024-05-15 19:02:23.467007+00,14,7206
6410,3,2024-05-15 19:02:23.467007+00,15,7206
6411,2,2024-05-15 19:02:23.467007+00,16,7206
6412,5,2024-05-15 19:02:23.467007+00,17,7206
6413,1,2024-05-15 19:02:23.467007+00,12,7207
6414,4,2024-05-15 19:02:23.467007+00,13,7207
6415,6,2024-05-15 19:02:23.467007+00,14,7207
6416,1,2024-05-15 19:02:23.467007+00,15,7207
6417,4,2024-05-15 19:02:23.467007+00,16,7207
6418,2,2024-05-15 19:02:23.467007+00,17,7207
6419,5,2024-05-15 19:02:23.467007+00,12,7208
6420,3,2024-05-15 19:02:23.467007+00,13,7208
6421,5,2024-05-15 19:02:23.467007+00,14,7208
6422,2,2024-05-15 19:02:23.467007+00,15,7208
6423,3,2024-05-15 19:02:23.467007+00,16,7208
6424,4,2024-05-15 19:02:23.467007+00,17,7208
6425,5,2024-05-15 19:02:23.467007+00,12,7209
6426,5,2024-05-15 19:02:23.467007+00,13,7209
6427,5,2024-05-15 19:02:23.467007+00,14,7209
6428,4,2024-05-15 19:02:23.467007+00,15,7209
6429,3,2024-05-15 19:02:23.467007+00,16,7209
6430,9,2024-05-15 19:02:23.467007+00,17,7209
6431,1,2024-05-15 19:02:23.467007+00,12,7210
6432,2,2024-05-15 19:02:23.467007+00,13,7210
6433,2,2024-05-15 19:02:23.467007+00,14,7210
6434,3,2024-05-15 19:02:23.467007+00,15,7210
6435,1,2024-05-15 19:02:23.467007+00,16,7210
6436,9,2024-05-15 19:02:23.467007+00,17,7210
6437,10,2024-05-15 19:02:23.467007+00,12,7215
6438,8,2024-05-15 19:02:23.467007+00,13,7215
6439,7,2024-05-15 19:02:23.467007+00,14,7215
6440,6,2024-05-15 19:02:23.467007+00,15,7215
6441,10,2024-05-15 19:02:23.467007+00,16,7215
6442,10,2024-05-15 19:02:23.467007+00,17,7215
6443,5,2024-05-15 19:02:23.467007+00,12,7301
6444,10,2024-05-15 19:02:23.467007+00,13,7301
6445,8,2024-05-15 19:02:23.467007+00,14,7301
6446,5,2024-05-15 19:02:23.467007+00,15,7301
6447,10,2024-05-15 19:02:23.467007+00,16,7301
6448,7,2024-05-15 19:02:23.467007+00,17,7301
6449,5,2024-05-15 19:02:23.467007+00,12,7302
6450,2,2024-05-15 19:02:23.467007+00,13,7302
6451,9,2024-05-15 19:02:23.467007+00,14,7302
6452,8,2024-05-15 19:02:23.467007+00,15,7302
6453,3,2024-05-15 19:02:23.467007+00,16,7302
6454,6,2024-05-15 19:02:23.467007+00,17,7302
6455,10,2024-05-15 19:02:23.467007+00,12,7303
6456,4,2024-05-15 19:02:23.467007+00,13,7303
6457,2,2024-05-15 19:02:23.467007+00,14,7303
6458,1,2024-05-15 19:02:23.467007+00,15,7303
6459,1,2024-05-15 19:02:23.467007+00,16,7303
6460,5,2024-05-15 19:02:23.467007+00,17,7303
6461,7,2024-05-15 19:02:23.467007+00,12,7304
6462,4,2024-05-15 19:02:23.467007+00,13,7304
6463,5,2024-05-15 19:02:23.467007+00,14,7304
6464,6,2024-05-15 19:02:23.467007+00,15,7304
6465,5,2024-05-15 19:02:23.467007+00,16,7304
6466,10,2024-05-15 19:02:23.467007+00,17,7304
6467,2,2024-05-15 19:02:23.467007+00,12,7305
6468,10,2024-05-15 19:02:23.467007+00,13,7305
6469,9,2024-05-15 19:02:23.467007+00,14,7305
6470,3,2024-05-15 19:02:23.467007+00,15,7305
6471,5,2024-05-15 19:02:23.467007+00,16,7305
6472,1,2024-05-15 19:02:23.467007+00,17,7305
6473,1,2024-05-15 19:02:23.467007+00,12,7307
6474,8,2024-05-15 19:02:23.467007+00,13,7307
6475,9,2024-05-15 19:02:23.467007+00,14,7307
6476,3,2024-05-15 19:02:23.467007+00,15,7307
6477,10,2024-05-15 19:02:23.467007+00,16,7307
6478,2,2024-05-15 19:02:23.467007+00,17,7307
6479,1,2024-05-15 19:02:23.467007+00,12,7308
6480,3,2024-05-15 19:02:23.467007+00,13,7308
6481,3,2024-05-15 19:02:23.467007+00,14,7308
6482,7,2024-05-15 19:02:23.467007+00,15,7308
6483,3,2024-05-15 19:02:23.467007+00,16,7308
6484,7,2024-05-15 19:02:23.467007+00,17,7308
6485,5,2024-05-15 19:02:23.467007+00,12,7309
6486,3,2024-05-15 19:02:23.467007+00,13,7309
6487,10,2024-05-15 19:02:23.467007+00,14,7309
6488,9,2024-05-15 19:02:23.467007+00,15,7309
6489,9,2024-05-15 19:02:23.467007+00,16,7309
6490,10,2024-05-15 19:02:23.467007+00,17,7309
6491,7,2024-05-15 19:02:23.467007+00,12,7310
6492,10,2024-05-15 19:02:23.467007+00,13,7310
6493,8,2024-05-15 19:02:23.467007+00,14,7310
6494,1,2024-05-15 19:02:23.467007+00,15,7310
6495,7,2024-05-15 19:02:23.467007+00,16,7310
6496,9,2024-05-15 19:02:23.467007+00,17,7310
6497,9,2024-05-15 19:02:23.467007+00,12,7312
6498,1,2024-05-15 19:02:23.467007+00,13,7312
6499,10,2024-05-15 19:02:23.467007+00,14,7312
6500,5,2024-05-15 19:02:23.467007+00,15,7312
6501,5,2024-05-15 19:02:23.467007+00,16,7312
6502,9,2024-05-15 19:02:23.467007+00,17,7312
6503,4,2024-05-15 19:02:23.467007+00,12,7313
6504,10,2024-05-15 19:02:23.467007+00,13,7313
6505,6,2024-05-15 19:02:23.467007+00,14,7313
6506,8,2024-05-15 19:02:23.467007+00,15,7313
6507,6,2024-05-15 19:02:23.467007+00,16,7313
6508,8,2024-05-15 19:02:23.467007+00,17,7313
6509,6,2024-05-15 19:02:23.467007+00,12,7314
6510,5,2024-05-15 19:02:23.467007+00,13,7314
6511,1,2024-05-15 19:02:23.467007+00,14,7314
6512,4,2024-05-15 19:02:23.467007+00,15,7314
6513,5,2024-05-15 19:02:23.467007+00,16,7314
6514,8,2024-05-15 19:02:23.467007+00,17,7314
6515,9,2024-05-15 19:02:23.467007+00,12,7315
6516,9,2024-05-15 19:02:23.467007+00,13,7315
6517,6,2024-05-15 19:02:23.467007+00,14,7315
6518,7,2024-05-15 19:02:23.467007+00,15,7315
6519,3,2024-05-15 19:02:23.467007+00,16,7315
6520,9,2024-05-15 19:02:23.467007+00,17,7315
6521,3,2024-05-15 19:02:23.467007+00,12,7317
6522,10,2024-05-15 19:02:23.467007+00,13,7317
6523,9,2024-05-15 19:02:23.467007+00,14,7317
6524,9,2024-05-15 19:02:23.467007+00,15,7317
6525,5,2024-05-15 19:02:23.467007+00,16,7317
6526,1,2024-05-15 19:02:23.467007+00,17,7317
6527,2,2024-05-15 19:02:23.467007+00,12,7362
6528,1,2024-05-15 19:02:23.467007+00,13,7362
6529,3,2024-05-15 19:02:23.467007+00,14,7362
6530,6,2024-05-15 19:02:23.467007+00,15,7362
6531,10,2024-05-15 19:02:23.467007+00,16,7362
6532,3,2024-05-15 19:02:23.467007+00,17,7362
6533,7,2024-05-15 19:02:23.467007+00,12,7422
6534,1,2024-05-15 19:02:23.467007+00,13,7422
6535,7,2024-05-15 19:02:23.467007+00,14,7422
6536,10,2024-05-15 19:02:23.467007+00,15,7422
6537,6,2024-05-15 19:02:23.467007+00,16,7422
6538,6,2024-05-15 19:02:23.467007+00,17,7422
6539,9,2024-05-15 19:02:23.467007+00,12,7425
6540,7,2024-05-15 19:02:23.467007+00,13,7425
6541,8,2024-05-15 19:02:23.467007+00,14,7425
6542,4,2024-05-15 19:02:23.467007+00,15,7425
6543,1,2024-05-15 19:02:23.467007+00,16,7425
6544,5,2024-05-15 19:02:23.467007+00,17,7425
6545,2,2024-05-15 19:02:23.467007+00,12,7426
6546,6,2024-05-15 19:02:23.467007+00,13,7426
6547,7,2024-05-15 19:02:23.467007+00,14,7426
6548,5,2024-05-15 19:02:23.467007+00,15,7426
6549,7,2024-05-15 19:02:23.467007+00,16,7426
6550,6,2024-05-15 19:02:23.467007+00,17,7426
6551,6,2024-05-15 19:02:23.467007+00,12,7427
6552,3,2024-05-15 19:02:23.467007+00,13,7427
6553,2,2024-05-15 19:02:23.467007+00,14,7427
6554,1,2024-05-15 19:02:23.467007+00,15,7427
6555,7,2024-05-15 19:02:23.467007+00,16,7427
6556,10,2024-05-15 19:02:23.467007+00,17,7427
6557,1,2024-05-15 19:02:23.467007+00,12,7428
6558,6,2024-05-15 19:02:23.467007+00,13,7428
6559,3,2024-05-15 19:02:23.467007+00,14,7428
6560,6,2024-05-15 19:02:23.467007+00,15,7428
6561,8,2024-05-15 19:02:23.467007+00,16,7428
6562,5,2024-05-15 19:02:23.467007+00,17,7428
6563,5,2024-05-15 19:02:23.467007+00,12,7480
6564,7,2024-05-15 19:02:23.467007+00,13,7480
6565,4,2024-05-15 19:02:23.467007+00,14,7480
6566,6,2024-05-15 19:02:23.467007+00,15,7480
6567,2,2024-05-15 19:02:23.467007+00,16,7480
6568,4,2024-05-15 19:02:23.467007+00,17,7480
6569,10,2024-05-15 19:02:23.467007+00,12,7481
6570,10,2024-05-15 19:02:23.467007+00,13,7481
6571,4,2024-05-15 19:02:23.467007+00,14,7481
6572,1,2024-05-15 19:02:23.467007+00,15,7481
6573,7,2024-05-15 19:02:23.467007+00,16,7481
6574,6,2024-05-15 19:02:23.467007+00,17,7481
6575,5,2024-05-15 19:02:23.467007+00,12,7482
6576,1,2024-05-15 19:02:23.467007+00,13,7482
6577,4,2024-05-15 19:02:23.467007+00,14,7482
6578,8,2024-05-15 19:02:23.467007+00,15,7482
6579,9,2024-05-15 19:02:23.467007+00,16,7482
6580,2,2024-05-15 19:02:23.467007+00,17,7482
6581,3,2024-05-15 19:02:23.467007+00,12,7483
6582,1,2024-05-15 19:02:23.467007+00,13,7483
6583,4,2024-05-15 19:02:23.467007+00,14,7483
6584,2,2024-05-15 19:02:23.467007+00,15,7483
6585,7,2024-05-15 19:02:23.467007+00,16,7483
6586,4,2024-05-15 19:02:23.467007+00,17,7483
6587,10,2024-05-15 19:02:23.467007+00,12,7484
6588,10,2024-05-15 19:02:23.467007+00,13,7484
6589,2,2024-05-15 19:02:23.467007+00,14,7484
6590,5,2024-05-15 19:02:23.467007+00,15,7484
6591,8,2024-05-15 19:02:23.467007+00,16,7484
6592,3,2024-05-15 19:02:23.467007+00,17,7484
6593,2,2024-05-15 19:02:23.467007+00,12,7494
6594,2,2024-05-15 19:02:23.467007+00,13,7494
6595,1,2024-05-15 19:02:23.467007+00,14,7494
6596,4,2024-05-15 19:02:23.467007+00,15,7494
6597,9,2024-05-15 19:02:23.467007+00,16,7494
6598,8,2024-05-15 19:02:23.467007+00,17,7494
6599,3,2024-05-15 19:02:23.467007+00,12,7495
6600,9,2024-05-15 19:02:23.467007+00,13,7495
6601,4,2024-05-15 19:02:23.467007+00,14,7495
6602,1,2024-05-15 19:02:23.467007+00,15,7495
6603,8,2024-05-15 19:02:23.467007+00,16,7495
6604,3,2024-05-15 19:02:23.467007+00,17,7495
6605,1,2024-05-15 19:02:23.467007+00,12,7496
6606,10,2024-05-15 19:02:23.467007+00,13,7496
6607,7,2024-05-15 19:02:23.467007+00,14,7496
6608,8,2024-05-15 19:02:23.467007+00,15,7496
6609,5,2024-05-15 19:02:23.467007+00,16,7496
6610,10,2024-05-15 19:02:23.467007+00,17,7496
6611,9,2024-05-15 19:02:23.467007+00,12,7498
6612,9,2024-05-15 19:02:23.467007+00,13,7498
6613,9,2024-05-15 19:02:23.467007+00,14,7498
6614,3,2024-05-15 19:02:23.467007+00,15,7498
6615,2,2024-05-15 19:02:23.467007+00,16,7498
6616,10,2024-05-15 19:02:23.467007+00,17,7498
6617,9,2024-05-15 19:02:23.467007+00,12,7499
6618,1,2024-05-15 19:02:23.467007+00,13,7499
6619,7,2024-05-15 19:02:23.467007+00,14,7499
6620,4,2024-05-15 19:02:23.467007+00,15,7499
6621,3,2024-05-15 19:02:23.467007+00,16,7499
6622,3,2024-05-15 19:02:23.467007+00,17,7499
6623,10,2024-05-15 19:02:23.467007+00,12,7500
6624,9,2024-05-15 19:02:23.467007+00,13,7500
6625,5,2024-05-15 19:02:23.467007+00,14,7500
6626,10,2024-05-15 19:02:23.467007+00,15,7500
6627,3,2024-05-15 19:02:23.467007+00,16,7500
